RegionID,SizeRank,RegionName,RegionType,StateName,4/30/08,5/31/08,6/30/08,7/31/08,8/31/08,9/30/08,10/31/08,11/30/08,12/31/08,1/31/09,2/28/09,3/31/09,4/30/09,5/31/09,6/30/09,7/31/09,8/31/09,9/30/09,10/31/09,11/30/09,12/31/09,1/31/10,2/28/10,3/31/10,4/30/10,5/31/10,6/30/10,7/31/10,8/31/10,9/30/10,10/31/10,11/30/10,12/31/10,1/31/11,2/28/11,3/31/11,4/30/11,5/31/11,6/30/11,7/31/11,8/31/11,9/30/11,10/31/11,11/30/11,12/31/11,1/31/12,2/29/12,3/31/12,4/30/12,5/31/12,6/30/12,7/31/12,8/31/12,9/30/12,10/31/12,11/30/12,12/31/12,1/31/13,2/28/13,3/31/13,4/30/13,5/31/13,6/30/13,7/31/13,8/31/13,9/30/13,10/31/13,11/30/13,12/31/13,1/31/14,2/28/14,3/31/14,4/30/14,5/31/14,6/30/14,7/31/14,8/31/14,9/30/14,10/31/14,11/30/14,12/31/14,1/31/15,2/28/15,3/31/15,4/30/15,5/31/15,6/30/15,7/31/15,8/31/15,9/30/15,10/31/15,11/30/15,12/31/15,1/31/16,2/29/16,3/31/16,4/30/16,5/31/16,6/30/16,7/31/16,8/31/16,9/30/16,10/31/16,11/30/16,12/31/16,1/31/17,2/28/17,3/31/17,4/30/17,5/31/17,6/30/17,7/31/17,8/31/17,9/30/17,10/31/17,11/30/17,12/31/17,1/31/18,2/28/18,3/31/18,4/30/18,5/31/18,6/30/18,7/31/18,8/31/18,9/30/18,10/31/18,11/30/18,12/31/18,1/31/19,2/28/19,3/31/19,4/30/19,5/31/19,6/30/19,7/31/19,8/31/19,9/30/19,10/31/19,11/30/19,12/31/19,1/31/20,2/29/20,3/31/20,4/30/20,5/31/20,6/30/20,7/31/20,8/31/20
394404,10,"Boston, MA",Msa,MA,328841,339508,350333,355667,356333,343000,333000,322333,317333,313000,306750,302750,303083,307667,320000,328167,333833,327167,315667,304983,308317,314983,316667,313200,312533,318200,332667,348333,361000,351667,336667,327833,325167,323833,312333,308833,311833,324833,339667,350667,354667,347667,331667,322500,314167,312500,303333,305000,311583,326583,345917,357667,360667,344967,332167,328200,330200,328000,320217,316250,324750,337667,356667,367763,373597,364563,356133,349467,351232,355032,348365,345633,343000,355667,371667,382667,387000,373667,362000,354817,359817,366150,362967,357967,358807,370340,385340,395167,400311,388644,376644,370833,374167,377694,366172,364505,369311,386667,405000,415000,418333,408333,395000,392417,392583,399250,392963,397797,402447,417069,427836,436186,437767,429400,421400,419067,421667,422178,419844,424844,436000,447750,461083,469417,473333,458333,445000,438567,435733,438733,433500,437000,439000,455333,472333,482333,481000,468333,458333,450000,451667,453667,455808,464696,479563,492421,501867,508333,519967
395057,11,"San Francisco, CA",Msa,CA,576083,572083,559333,546667,525333,497333,463333,428667,402333,367333,347333,337500,351137,374304,403804,422750,426250,425917,423000,424667,419667,405000,390000,389000,403083,426417,440750,453333,450750,443333,433333,425917,416667,395000,375667,374917,387250,403250,410000,412667,409333,396667,385000,378333,370000,356000,341667,346667,375000,412667,441000,455000,450000,440667,437333,445833,451833,440167,430000,446667,496667,547167,580500,590500,582500,565500,557083,557083,553750,542150,536317,553983,584333,611000,623667,626667,630000,622333,617833,609500,602500,585333,582000,603333,636083,663750,670417,669333,660000,647000,640333,646167,652667,649333,640167,640000,663333,690000,720000,726667,713333,688333,680833,687500,691750,672083,665818,682568,728068,754833,769167,764167,759667,747667,752667,763333,768333,745000,739333,762667,809083,839750,855333,848917,830583,800833,799167,799167,794967,758300,746300,753333,795000,823667,842000,830333,807000,785000,792583,799250,802583,777667,764000,777333,804667,826667,838333,861333,891333
394532,12,"Detroit, MI",Msa,MI,135217,135300,136633,137967,140333,140667,137792,132792,127792,122667,118000,113000,108500,108167,108167,111000,112743,114577,113680,110603,110437,110000,107667,103667,103967,107967,110300,112000,110167,109667,106000,104167,101333,99000,95650,92317,91317,94333,100000,105333,110667,113333,112667,109333,104333,100083,94417,92583,94167,101500,109667,117667,124000,125667,124900,121900,121832,119598,116632,114782,117782,124082,131000,139500,146167,148667,146833,143500,141500,139333,137650,136254,138754,143770,150000,154833,158167,158167,155167,150833,147833,145900,141900,141900,143667,152317,158646,163646,166663,165667,162417,155750,153417,151667,149667,149000,152333,160667,168000,173400,175367,173033,170967,167333,167000,162667,159667,157333,163333,171333,180333,183292,185192,181192,179900,175667,175833,170833,168500,168333,171667,179333,185333,190333,191000,187000,183600,178933,177267,173000,171000,172067,176400,186367,194633,201300,201333,199967,196633,192967,188333,184667,181633,184633,193217,195250,198583,204333,216667
395025,13,"Riverside, CA",Msa,CA,316000,307667,303000,295500,283167,271455,263955,257621,251333,238000,229967,224300,224300,219667,217000,214000,213667,208417,209083,212417,216000,214333,210000,209000,206333,209000,209667,212333,207667,204333,201667,203000,202333,202083,200417,200583,200500,200500,199667,198333,196667,195000,193667,193667,192333,191667,191667,195000,198667,202000,203333,205000,200833,200833,202167,211333,218000,221667,222000,226000,233333,241500,247167,251500,254250,256250,257917,260333,264167,265833,268667,269833,273167,277325,279992,281658,280667,278000,277333,281417,286417,283750,285000,286667,295000,296667,299333,302000,302000,301000,300000,301667,305000,304967,304967,306967,312667,317667,319000,321667,321667,323333,321333,323000,325667,326000,327667,329167,335833,339167,343333,346667,349667,349000,347333,347667,350000,351667,356667,359000,364000,365667,368333,370000,366917,366583,363917,366167,365833,365167,365667,367333,372333,373583,374248,374581,375331,375333,375000,374000,374000,374000,378333,383000,384667,385667,389000,398879,407879
394976,14,"Phoenix, AZ",Msa,AZ,225212,225212,224978,221433,216433,208630,204297,199297,193967,184948,177282,172008,168660,166327,164052,162386,158815,156396,153429,153667,152000,150333,148000,147628,148961,149628,150000,148333,144967,141633,139967,139967,139667,137833,136033,133217,132383,129883,129633,127641,127441,127441,127100,128633,130333,133000,133833,135833,141467,148967,155300,158000,160183,161183,163912,166395,169562,170833,172167,175667,180667,186000,190000,194000,195500,196500,197500,198667,200000,199167,198365,198031,198865,201667,204667,206333,208200,206467,207133,205600,208043,207709,209376,208667,210000,213333,216667,220000,220000,220542,221508,223175,225633,225333,225500,224167,226825,229992,234325,234478,235478,236811,240000,241667,242642,241541,241234,240426,242193,244833,249000,251667,253333,252782,254782,255432,256885,256552,259235,261333,263000,265089,268273,272129,272236,272686,273496,274633,275500,275238,275238,274404,276667,281095,284720,286989,287561,289379,292277,293943,296500,296333,297833,299500,301167,301300,302700,307700,316733
395078,15,"Seattle, WA",Msa,WA,348333,348333,350000,348750,345417,337083,331667,325213,326547,324880,323000,318130,315463,317113,320650,320650,317317,312317,308317,304333,305167,305167,307416,306566,306233,307983,304667,311667,311667,313333,304667,301333,301617,296950,295283,293000,296333,294333,294353,291011,289678,281658,275000,269667,267326,262326,259342,261650,274983,286633,294983,298317,297650,296000,293569,294235,292569,284967,283393,286710,300077,311650,320000,328333,329513,329607,326273,323425,321648,314981,313410,312760,321068,326975,336308,340333,341693,338027,334693,334000,334333,333650,333223,337890,346232,354992,362818,364551,367876,362049,361565,356573,356240,354000,354333,359333,367130,379793,389793,397996,399983,398067,395900,396156,399723,396310,396110,398060,414973,428933,442000,445667,445667,444000,443624,446189,450522,447565,452573,458240,479573,488167,493150,486723,479223,469240,462083,460787,462099,458067,461697,470751,483033,489700,488000,488667,486667,483000,483000,480000,488000,484667,491000,497167,513417,513750,518418,524402,532735
394865,16,"Minneapolis-St Paul, MN",Msa,MN,219442,220000,219667,219667,219567,217233,212567,206645,203978,200128,194716,188383,183899,185333,187000,191667,191667,191667,188333,185865,183699,180332,179433,179933,183300,184333,186833,193500,199166,199666,196000,191000,189667,184983,179983,173317,170767,173517,177683,180250,180167,175579,170579,165246,162333,160167,157833,159167,162333,169000,175967,182633,186967,187000,184333,181667,179967,176600,171600,171800,176800,186800,196300,204967,209967,208633,206667,204667,205000,203333,201666,200166,202500,207000,213672,216793,219259,215421,213300,210000,210333,207526,206860,208526,215500,221500,225833,227567,227900,226567,223333,223333,223300,222633,220267,219300,223933,229300,235300,238333,239667,237167,235833,234167,233333,230000,227222,229135,235135,241879,248633,251300,253967,251300,248800,246156,246789,246858,247869,250235,255000,260000,262667,265000,264667,263833,263833,265000,265075,263075,262209,266633,273600,280300,283953,285620,285620,283300,281665,280998,280965,278600,277600,282633,293333,299833,301500,303167,308333
395056,17,"San Diego, CA",Msa,CA,452000,438997,438330,426163,418417,405417,395583,383000,373000,360000,356667,352000,353667,356000,362333,367000,368000,365833,362167,358833,359333,353333,351667,353167,358167,362500,362667,366500,368833,368500,366417,363083,361750,350000,342500,342500,350833,357917,357917,359583,356667,350000,346500,341500,341167,336333,334667,335000,341667,350833,356500,358167,359000,358333,360000,362667,369333,369833,370500,375500,392000,410333,420833,427167,425500,425917,422583,423750,423750,423083,421583,424000,432000,441686,448352,451686,452833,452833,451833,446333,443000,441667,446667,451667,456667,461833,469167,474250,477083,471417,467167,469167,474833,479000,472333,471667,478667,491667,498000,499417,499750,501750,508333,508333,507667,501000,501000,508333,517667,529500,537833,543500,546083,542750,539417,541667,545000,545000,543333,546667,560000,570667,577333,580667,585000,585833,580833,579167,573333,571667,565917,569250,574250,578333,585667,585667,589000,580667,580667,581667,582667,586000,588333,594000,597333,594000,598333,610000,628333
395121,18,"St. Louis, MO",Msa,MO,149833,155000,159000,163333,162833,158500,153833,148667,144633,136633,134217,133883,137383,139800,145833,151000,153416,150749,148082,144667,142667,140333,140000,140667,143667,147333,152333,156667,157333,154000,149967,148633,149493,148526,145193,138333,135833,138167,144167,148333,150000,146150,143317,141150,141667,137667,132833,131167,134833,141800,148450,152825,154525,151875,149000,146486,145569,144308,141655,142572,145500,150000,156333,161000,163333,159747,156913,154247,154167,152272,148939,146239,146967,152967,161000,165333,166000,160667,158167,155833,155833,152000,150300,150300,153633,158667,164000,168333,169150,165726,162726,158893,158550,155883,153900,154000,157867,166167,173500,176932,175632,170748,169283,167283,167833,166317,165650,165283,167053,172620,178320,183233,182500,180833,176667,176833,175500,173000,171000,170667,176000,181667,187333,189780,188780,184718,180475,176808,177870,177667,177167,176133,178467,185633,194000,198300,199200,192533,190733,187713,188447,185597,181383,181483,186167,197500,204000,210667,212300
395148,19,"Tampa, FL",Msa,FL,177167,178150,178150,179150,177667,174333,169000,163467,158883,156550,153083,151000,148233,146567,147400,148500,148167,144750,141417,140750,140000,138158,136488,134155,134330,134333,138000,138000,139633,136848,137182,133882,132998,129332,126665,122333,121333,122333,126500,127500,127500,124583,121550,118883,119267,118967,118300,116667,119017,122350,127350,131667,135000,134617,131950,131950,133417,134417,132750,134833,137500,144000,149167,156700,160200,159367,158100,156417,158250,155650,153667,151958,153958,159291,163167,168167,169833,169167,169700,167700,168533,164667,164000,164000,167417,171750,175750,180608,181175,181175,177900,177333,177333,175667,175667,175000,180000,184967,190282,193048,194748,192763,191663,191497,194500,193833,192333,192267,195933,201267,206000,210950,212283,211283,208333,209967,211600,211767,210133,211000,215100,218433,222567,224967,226283,224650,222983,224000,225633,225633,224533,222900,224567,226300,229633,232967,235000,234333,233417,232917,235250,234500,234967,234967,240933,244654,248654,251854,256500
394358,20,"Baltimore, MD",Msa,MD,257600,258227,263675,267675,271882,273000,269667,266333,259480,255446,251446,252133,250500,248833,251000,254333,263417,262417,260750,250000,246667,245000,246667,247926,246234,246234,248308,251667,261667,263300,269763,263096,255546,248083,244863,248113,249113,250333,254700,259700,266683,261650,253317,245000,244167,244833,241167,236333,235667,246000,256667,265000,263333,263333,259930,258264,251930,252618,245952,245618,248667,259333,269333,277333,281667,285000,280000,279633,276630,272818,263184,259938,265167,275833,286083,287915,288925,283225,281644,278267,277600,277022,277053,274541,275086,276654,283200,293233,291667,288333,274667,271300,272963,270963,269830,265583,271233,280733,291650,299667,299667,294000,288667,283000,278667,272667,268333,265000,269083,279083,289917,295830,294997,290830,285833,284000,283583,280223,273223,271640,276666,287000,294000,299000,301667,301633,298657,297740,295107,288750,283700,281367,286600,292567,300900,309569,310486,308106,301870,299287,298300,291633,288300,288000,299000,305633,306967,307633,314333
394530,21,"Denver, CO",Msa,CO,242877,242624,242714,245881,246267,240467,235800,229667,227500,217667,215333,214000,221667,225833,230167,231167,232052,228519,225969,220083,218583,219067,223705,227072,228405,230267,233433,241167,248833,251816,248816,245483,244333,240000,240000,241000,244000,244000,244667,246667,246667,243333,240500,239333,238168,239335,234702,236533,240000,250367,258033,262464,262397,259064,256500,255333,254417,253800,256467,262383,268800,272800,275800,278000,276967,272633,267633,264000,264667,263700,263367,265700,272500,280833,285167,287500,285167,281929,279363,281696,286267,290778,294445,303761,310317,318317,320755,320755,319088,314000,314500,317167,321483,323983,327983,336300,344967,354967,362425,366450,362838,355413,353387,354000,358983,360317,363317,368333,376667,383333,388500,389167,387500,380902,380202,380202,386633,390000,398333,403500,413167,418833,423667,422243,419909,413243,409896,407896,409288,407725,407058,409667,416333,424000,426900,429234,428400,427500,425875,425042,424042,422500,423833,430500,436333,440000,442657,448990,455657
394982,22,"Pittsburgh, PA",Msa,PA,121558,123925,125633,130333,131000,128250,124583,121917,120000,120239,118073,120073,118833,124000,126333,129667,129000,127333,125875,123042,121375,117817,118317,119983,124000,127433,129067,130400,130250,131183,130850,127567,125583,122217,121883,122967,123000,128167,130208,135842,136842,135633,133000,128833,127167,125583,124083,123250,126833,131667,139117,142117,143750,139633,137967,135633,135755,132755,131205,131083,134750,140333,145817,148783,149783,147300,143333,139000,136000,132667,130000,130833,134833,140000,144667,148833,152333,149467,145300,139458,139825,139492,139333,139333,141333,146333,150667,155300,156967,153267,147967,144633,146000,144967,142633,140967,145417,151150,157817,160233,161833,158500,156033,153366,151700,149667,147983,148217,151717,158717,165150,169317,169333,166000,162967,161300,159633,156667,154000,157333,161000,165621,171288,175371,177083,172417,167167,163167,162167,162233,161567,163067,166467,172133,179700,184733,189033,183467,179633,174667,174483,169983,164983,165000,173667,182000,187000,191633,196300
394998,23,"Portland, OR",Msa,OR,271833,274566,277033,281858,280458,271825,267633,262633,260200,253567,253567,251333,250333,247713,249213,248880,248467,245133,243100,238133,239467,239467,240800,240633,241042,241375,242587,245546,249546,249233,245567,243117,242967,239967,235083,230000,230000,231667,233833,233833,232733,229650,226900,226894,224478,222228,218392,220058,225390,231997,237680,241015,241517,240333,240000,240833,241333,241333,239300,242633,245942,253975,258642,266058,268671,269338,266946,265000,261333,257321,258321,262155,269040,273373,279429,284856,286523,286633,283103,281437,280974,278574,278510,278306,285762,293492,301888,306397,307063,304083,301750,301750,305333,304967,305300,309633,320417,329750,337083,338333,341290,339623,339457,338500,338467,339967,339967,345542,352210,362210,369465,374463,376130,374000,372667,369333,368667,371697,375363,378697,382000,388692,396025,397108,398417,393146,391099,387099,385703,383333,385665,388343,393443,398428,403417,406650,405000,402333,400667,400667,401667,402150,402150,407150,411667,415000,419333,426000,435000
394458,24,"Charlotte, NC",Msa,NC,174815,175815,177083,181431,182764,180348,177567,173567,173233,166667,163333,159333,161000,161750,164083,166417,167333,164333,160667,157667,157000,155667,153333,152000,154833,159500,164500,167751,171168,171168,168417,166417,163667,161333,157583,156333,156333,158833,162833,167667,169167,164167,161256,157423,160590,157667,158500,158000,162333,166667,172333,175333,176900,173233,170817,168583,170250,168000,166333,167333,173075,179742,186575,191667,194000,188750,185917,185233,188317,185317,181333,180667,185500,192333,197667,201950,199783,196200,190750,189917,190167,186833,186667,188333,196000,201000,207000,209333,209667,202667,197333,199000,200333,199250,194250,195583,202667,209000,216000,220455,223788,220122,218000,218000,219444,218778,213778,215667,221770,228103,234770,237667,238000,232670,229337,230337,235667,234000,234333,232000,238667,242667,249167,250000,251667,245833,244454,244454,248954,246167,244500,244667,251333,257667,263000,266333,263333,259333,254333,253083,254417,252750,254333,257000,265000,265333,267000,271333,281333
395045,25,"Sacramento, CA",Msa,CA,323083,314667,307333,300000,295000,286667,286250,280417,276583,261917,249417,244917,244083,249083,247417,250000,247667,246000,242667,238333,235083,230083,226250,226167,227500,230000,232500,235833,233833,232333,229333,233667,232667,228000,222000,218667,220833,220167,221833,221000,222667,220833,215833,208167,203667,199667,200167,198417,204083,207583,213500,218500,221833,224000,225667,230000,235000,236667,238000,243333,253000,265000,275500,283500,285500,285333,284625,285292,284625,281000,283667,288667,296333,304333,309333,314167,312500,311750,310917,308250,309833,306250,313750,312917,321500,323333,328333,328333,326833,325417,326250,329083,332167,331000,329667,332083,340417,349583,355500,357500,358333,358333,360483,359150,358817,354000,354000,356750,364417,374750,382333,388667,388000,388000,389000,391250,392750,387750,387667,389500,398833,405000,408667,409667,407167,406500,403500,404333,401000,397000,395667,398333,409250,416250,423083,424833,425833,423000,419333,417667,419667,421000,423167,426500,431667,434500,439500,450000,458333
395055,26,"San Antonio, TX",Msa,TX,149713,152200,155659,156887,156900,152225,149025,145818,145060,145093,144967,146667,147667,150504,152704,157037,156497,153897,148144,145180,144914,144613,145142,144142,144529,145167,148833,154667,160667,160650,157601,154434,154584,152800,151133,149310,149810,151202,153392,156892,157000,156800,155133,153632,153832,149898,150350,149817,154750,159355,164722,168055,167167,163483,161150,161983,162333,159333,157667,157333,162119,166286,172952,177500,179300,175633,171867,169900,170922,170356,169689,170333,174333,179133,182800,185100,184300,184300,182300,182967,182300,182267,182600,184908,187508,190842,195033,198333,198833,195000,191067,187233,187900,189183,190850,192850,196333,202167,205833,209167,208833,207908,205658,203809,203634,200884,200567,199167,204500,209667,215500,216833,216667,214167,211500,211500,215667,217667,216000,214333,216667,223000,227000,230300,230600,226600,224300,221576,222910,220243,219667,220000,222708,227708,232041,236000,235967,233633,232850,230550,231883,229333,231033,231033,235617,238916,243100,248516,252183
394943,27,"Orlando, FL",Msa,FL,222630,219967,218333,218000,217000,213667,208000,203000,198000,194983,191649,184983,175333,165500,162833,164167,164000,161833,158500,155167,151300,146083,139800,135167,134250,138017,141350,144150,142667,137000,133667,129333,128333,122333,119750,120700,124667,129250,130633,132667,131967,129633,127047,127414,129080,129967,128967,129543,128243,131576,135633,141967,143633,144833,144833,147167,149200,148833,150833,151974,159007,162340,168000,172667,176667,178667,179000,180000,181452,181452,180619,181817,185150,188067,188750,191833,194750,196417,194317,194983,198367,200017,197683,196800,196250,199583,200498,203415,205082,205667,206750,210083,212750,215000,211667,211400,211400,214867,218467,221567,223100,222100,221380,223713,226313,227267,226767,229133,232467,234200,236900,237567,239000,239000,240000,241667,241997,244905,244987,244990,245082,248333,251077,253077,254574,255027,255027,255197,256667,256000,254333,251667,250333,253667,258000,262330,263330,263330,262333,261333,263000,263833,266500,266500,271000,273417,275417,277417,280998
394466,28,"Cincinnati, OH",Msa,OH,144333,146667,149167,150500,152167,150667,148000,144000,141667,137967,138633,139267,141967,141800,143100,142517,142017,139717,138800,137467,136812,135489,135561,135502,136325,137220,139633,144589,149622,150255,148234,144150,143517,142250,139500,135791,135791,139541,147247,152247,154663,149000,143167,140083,139983,138150,133233,131124,133791,139457,145000,148333,150667,148000,144633,140633,140967,140833,140767,141428,144816,150683,155555,160000,159533,157167,152833,149200,147533,141367,137504,135671,138654,144150,149483,155333,157000,154333,151000,149000,148889,146972,144306,143750,145333,151667,155667,160300,158467,156800,152278,149611,149594,148150,147983,146333,151500,156167,162833,166333,166333,163000,160000,160000,159967,159300,156300,156000,158333,162875,168458,171792,175108,172858,170192,169000,169333,168650,166517,168183,171867,176983,179517,181150,181333,178133,175167,174967,175300,173800,171167,172300,176467,182433,187633,190967,189333,186667,183333,183000,183667,180917,180250,182917,192000,194733,198733,202400,211333
394475,29,"Cleveland, OH",Msa,OH,130500,131167,133167,133667,134667,133517,132183,128893,128343,125110,124067,121400,123967,124533,126733,125127,124694,123177,122950,121233,118250,117917,118667,121967,121433,123267,126467,129833,133000,131467,131467,128633,127667,125967,123342,119342,118708,121000,127667,129667,131833,130167,129333,126500,123167,118417,115317,112047,117297,120397,128667,131333,136167,133167,131133,126900,126433,121467,121033,121150,124483,128317,134333,139333,139333,137667,132667,128583,122583,117850,112517,113267,117667,123750,129000,132667,135333,131667,129333,127000,128000,123667,119333,117478,120712,127212,132367,138233,139900,138183,135750,132083,130500,125500,124667,121333,124667,128917,138083,141958,141558,138725,135167,134650,132317,129800,128467,127800,131667,137333,144000,148667,147667,145967,143633,143800,141833,137833,133667,132833,137117,141450,146283,148000,149667,149300,146633,144100,140800,141467,140167,142500,143533,150367,157200,163167,163250,159050,155383,152133,149833,149100,149267,152267,157333,162333,166667,169667,173333
394735,30,"Kansas City, MO",Msa,MO,151667,156667,160167,161667,160167,154833,151333,146333,143633,137967,134467,136167,141458,148108,151108,155483,156333,153083,149083,146250,145800,142467,136967,137667,142000,150167,156117,158450,157917,152967,147967,145000,142333,138417,133233,132350,133583,137083,142967,148300,148317,142817,140500,140167,137733,132733,129700,130967,136633,145333,153317,156667,156917,155600,153250,150300,149800,145467,141167,139100,144725,155542,164775,171150,170333,165333,162333,161500,161500,159167,154167,150863,153863,162196,171500,176533,177150,173483,168783,166650,166650,163567,160333,159667,167025,175775,183775,185167,183633,177967,175300,173333,174000,171000,168833,168167,174833,184000,193333,197000,196333,192167,190167,186167,185667,182167,184067,185288,190455,197555,206333,211333,210958,205625,200292,197967,197967,200883,200450,203783,207617,214750,218817,220733,218067,212333,209744,209278,209278,208032,206165,209665,215833,225833,233667,235317,233617,228283,222967,219658,220325,220575,220550,225517,232433,240133,243500,249833,253833
394775,31,"Las Vegas, NV",Msa,NV,262604,260425,257784,254451,248833,244129,239857,234061,229324,219207,212340,203711,198100,193300,186667,182667,176000,172667,167417,164603,159603,155358,151505,149839,150000,149650,149650,147483,146167,145500,144333,144933,143933,142267,139167,134833,134833,134333,135000,136667,136333,137000,135500,135167,133833,130967,129633,128967,131667,135000,138152,139235,140902,142750,145000,148333,151667,156667,158330,161663,165710,169713,174008,176629,181855,185893,188560,189333,190167,191833,193083,192917,191917,192333,195000,198000,201333,204000,205333,207667,209235,209902,209300,207731,209398,211000,215333,218658,221325,222325,222333,224667,224791,224791,223124,221667,223333,223667,223667,221667,219667,221333,222333,225667,227333,233667,238800,243800,246467,248377,251710,255377,258333,261667,263267,264933,268267,268333,271667,273000,279667,284633,287633,287633,287633,291633,294967,298000,299667,301333,301667,300667,299667,298750,298083,299083,301667,304667,304667,303333,300333,296667,297000,296965,298913,298230,301098,306048,309065
394492,32,"Columbus, OH",Msa,OH,151350,154983,155650,154000,153000,151333,149567,145867,145867,148967,151067,151050,148350,146683,146350,147683,148583,147600,145300,145667,145217,149517,153517,153883,152417,150750,154500,158767,161833,159600,154817,152083,155883,155567,154567,149667,152400,151400,155383,156217,157217,152233,147917,146917,147917,147000,142000,139567,142233,147200,151300,154933,157500,155833,149867,146050,147017,147350,145283,143967,144600,149283,155633,163333,166300,163633,159078,156444,155561,152783,148450,147000,148967,154800,159800,163167,163333,161633,159900,158567,159517,156917,156583,155900,157500,164167,168933,173696,173696,172363,170333,168833,167833,167500,165667,165167,167167,170550,173383,176383,177633,177633,175300,175000,175083,175083,172417,172333,175000,182500,188850,192683,191183,187500,187000,186833,191850,193183,195433,194417,194750,197333,204417,207750,207083,201483,199817,198150,199667,198000,199633,199963,206597,213297,219967,220000,215000,206667,201667,199833,199583,200583,201917,209500,214800,221967,222800,230333,234000
394705,33,"Indianapolis, IN",Msa,IN,121800,125633,128167,131000,130667,127167,125083,120733,119717,111200,105383,103067,108167,118133,122467,127433,127467,127467,124833,122000,121000,116000,113417,114417,120417,127742,130242,131242,129833,129000,128633,127967,128300,122667,120315,116065,121898,123583,127667,129833,131500,130000,127167,125167,123767,120831,116164,117231,122417,130750,137083,138000,137998,130815,128482,125983,128500,124992,120475,118808,121983,129167,135500,141500,143000,139667,137833,134800,137467,132050,132114,128614,132801,135737,141903,147550,150917,149750,146500,144333,143167,139667,135500,136773,142423,151507,157150,160667,159583,156667,150967,148633,146466,144150,142150,142817,149133,155898,160398,163431,162333,161333,159333,158667,158300,154800,154300,155500,160833,166500,170500,174300,173433,170767,169133,169133,169933,166767,165633,167333,173775,179942,186608,188333,186800,181800,178598,178465,179298,178500,176650,176650,181983,188200,194867,198916,201216,197050,195000,191667,193333,188333,188300,193300,203300,211667,215000,219333,222667
395059,34,"San Jose, CA",Msa,CA,691333,688167,684833,675167,650000,621667,590000,556667,526250,499583,491250,476417,484750,503917,532500,549167,544000,531667,523333,519333,520000,505167,490167,495167,512917,538000,544667,556583,552500,545833,537833,531333,527000,500167,485667,487067,505400,521733,534667,540083,537917,517917,497833,488333,478333,464833,451833,462167,497000,530750,556167,571167,579083,571750,561875,561875,563792,562000,563000,581000,624333,660000,685000,683333,678333,670417,668083,666417,657667,645117,648867,671533,705417,726333,738667,736333,733333,723500,723500,721000,715917,698167,695667,718917,755000,787667,805250,823250,825583,811333,795833,785833,787500,771667,768333,781000,824000,857333,866333,861333,842167,837167,832500,835583,829583,819583,821917,852583,889583,923000,935667,942000,937333,938333,946500,964833,974833,963333,995000,1061667,1130000,1161667,1151667,1136667,1115833,1074167,1075810,1049810,1031810,994333,984500,1014167,1043333,1076667,1091667,1095000,1064000,1028667,998667,998583,988917,968917,986667,1030000,1099667,1116333,1119667,1115000,1128333
394355,35,"Austin, TX",Msa,TX,188300,192008,193745,194886,194678,191975,188500,186667,184508,183358,183238,182938,186422,187542,192667,192667,190833,186467,184626,181126,182992,179167,182167,180425,185300,185703,190111,198379,201976,201809,195378,189378,188565,185107,187607,183403,187150,189144,194828,193494,194000,190667,191500,188167,189133,184050,184717,187583,196833,203667,209167,210800,210283,205283,200983,198992,202325,204731,206396,208729,215323,223167,227500,228500,225083,221083,217301,217885,219801,218417,220583,222667,231225,236725,243358,245967,247467,243567,241233,238861,241128,241795,243191,245458,253792,262234,267695,268695,266061,260667,257317,257400,262745,262401,263318,265140,273000,279667,285167,286354,285596,278929,275908,276082,282416,281416,282000,282167,291500,297167,302825,302482,298815,291657,287333,286997,292082,293416,295669,294583,301250,307333,314997,314963,314963,308267,305967,300133,300908,298128,296628,298743,305862,318194,323671,325332,321667,317930,317379,314046,316658,313208,317375,320833,326233,329067,331400,340650,347653
395194,36,"Virginia Beach, VA",Msa,VA,223300,225000,228333,232405,235738,230738,225833,222500,222500,220667,216667,216667,220333,226000,229333,231167,230833,229167,224667,220000,218833,220500,223500,223250,221583,221917,227000,233667,237750,237287,232287,229970,228767,228767,225300,219133,217573,217423,223223,224783,226633,223333,215000,211567,211234,210957,208357,205357,211967,216393,222726,226059,228500,227467,226133,224107,223807,221472,218332,214998,215667,219650,227983,233817,237500,231368,225535,220535,218375,214208,209875,211017,216850,222350,229333,231983,233737,228904,224126,222873,222873,221667,218917,217250,220809,226559,231559,238333,240080,238462,231129,226048,226998,226998,226317,224617,229950,234883,240917,241583,242667,239000,238300,237617,239117,235817,234103,232603,237103,239497,246163,247830,248833,242500,239667,237967,238467,236800,238500,239858,241525,244942,249417,252750,249817,245233,243567,242083,240833,234167,234833,234000,242333,248000,256000,259763,258429,255429,249233,245067,241969,241036,240202,244633,249333,257667,261000,269000,271167
